alpha_error_original_definition,analysis_nrmse,case,device,forecast_coverage_90,forecast_crps,forecast_interval_width_90,forecast_nrmse,runtime_seconds,seed_index,variant
0.0875337570416923,0.24615571355684795,kse,cuda:3,0.1732819120762712,0.5979366816517134,0.40167886259115443,0.7354725372820101,17.00801890809089,12,locked_local
0.10000000000000009,0.24556729585902734,kse,cuda:3,0.1797702595338983,0.5952206284483387,0.40759407466420344,0.7342517829822347,17.09021994122304,12,native
0.10000000000000009,0.2400964680235511,kse,cuda:3,0.22581766419491525,0.5676203515554846,0.49512017402953884,0.7093663793017919,31.37183180102147,12,snr21
0.022735126423192226,0.11770706120266915,l96,cuda:2,0.90654296875,0.4634931821222643,2.8997796301595344,0.28594336962295486,2.630555178038776,0,aug
0.0020000000000000018,0.09392861482803996,l96,cuda:3,0.957490234375,0.3936019450199643,2.859205543127175,0.24776018758469875,3.3515372190158814,0,bma
0.0189612805180584,0.09620594427652272,l96,cuda:2,0.954765625,0.36674688429868596,2.7149793066883774,0.2296606359863999,4.433772215852514,0,gate21
0.003078539357375565,0.09365899580864327,l96,cuda:3,0.952626953125,0.3624467339780756,2.612861573837114,0.22929347732068028,3.8587334789335728,0,gate_local
0.007103573281019904,0.09554246114238674,l96,cuda:3,0.952490234375,0.3645122025451898,2.6164319549547916,0.22872771443997045,4.349047226132825,0,grid21
0.012288524394205802,0.09663343362706928,l96,cuda:3,0.949140625,0.3645585471178061,2.609847295455167,0.2279723870205604,4.624038844835013,0,joint21
0.004829685902103226,0.09366706199367818,l96,cuda:2,0.953525390625,0.3629748260783173,2.636156420600403,0.2294197932339545,4.051323201041669,0,joint_local
0.027324178005014577,0.09774865248667126,l96,cuda:3,0.957255859375,0.3675274382505572,2.804098171263846,0.2304675843574633,4.2610845698509365,0,locked21
0.006981387086561736,0.0938420708920141,l96,cuda:2,0.954306640625,0.36329457271241056,2.6702233163560947,0.22957775524712853,3.6453906770329922,0,locked_local
0.0011817065150207112,0.09357040381620504,l96,cuda:2,0.952138671875,0.3620626130876277,2.5913656578280055,0.22921177200233417,3.803130039945245,0,native
0.015042975756375698,0.09633178562788139,l96,cuda:2,0.95333984375,0.3655574813475822,2.673823677733965,0.22917444982442287,4.617831710958853,0,snr21
0.0023110826631867892,0.1031241933761123,l96,cuda:3,0.950048828125,0.4047819988086618,3.114065219532147,0.2565203346029792,6.409674456110224,0,apce_short_window_L1
0.002456627817266979,0.10288338096562685,l96,cuda:2,0.95029296875,0.4033853731666962,3.117820894618757,0.25583748213200347,1.376855436945334,0,apce_short_window_L2
0.002461590450236306,0.10288416309037056,l96,cuda:3,0.95029296875,0.4033908827720283,3.117838506436282,0.2558529596357645,1.3814087419304997,0,apce_short_window_L4
0.011899678834830396,0.09107506212238467,l96,cuda:3,0.954228515625,0.40706394082716785,2.9694491358761206,0.25327328987767206,2.5647055781446397,1,aug
0.0020000000000000018,0.08581703910666313,l96,cuda:2,0.95775390625,0.37713765558142137,2.818427470943094,0.2411000916553653,3.3786345969419926,1,bma
0.024024538849096944,0.08953588145349578,l96,cuda:3,0.956201171875,0.3705066743920771,2.7349864240621855,0.24006027375797584,4.367942014941946,1,gate21
0.005005657921684031,0.08935465696132042,l96,cuda:2,0.947421875,0.3693369852974093,2.6381215419010005,0.24022101148256053,3.8369684629142284,1,gate_local
0.022203886947788104,0.0894806153976998,l96,cuda:2,0.9551171875,0.3700782677729533,2.7108221440733717,0.23992816757952157,4.279029777040705,1,grid21
0.026515445263863513,0.08991475348275237,l96,cuda:2,0.95765625,0.3713153085287524,2.7789544811215006,0.24028439362019588,4.768328651087359,1,joint21
0.004759039254363398,0.08966632978657019,l96,cuda:3,0.946455078125,0.36954987656335286,2.6276637693559635,0.24023633541857692,3.869421747047454,1,joint_local
0.027619357566538327,0.0904341373765394,l96,cuda:2,0.958056640625,0.3716009072155906,2.792556635113795,0.2406557670364556,4.473473519086838,1,locked21
0.006832029926587879,0.0897122913082376,l96,cuda:3,0.94849609375,0.3700717622064943,2.6685583395768804,0.2405595771374433,3.763355324976146,1,locked_local
0.003191498992067221,0.08921127996002581,l96,cuda:3,0.94564453125,0.36865896793097996,2.6045587540483464,0.23989477316083097,3.72175853792578,1,native
0.022855453909096768,0.08958215942412284,l96,cuda:3,0.9553515625,0.3702114073113779,2.7189512260375586,0.23997514068063458,4.48249381990172,1,snr21
0.001975512770154772,0.09466579762594467,l96,cuda:2,0.954765625,0.3897194303273578,3.1435121008295694,0.25044568872111633,1.3571869619190693,1,apce_short_window_L1
0.0023976760723964513,0.09471637601239122,l96,cuda:3,0.954921875,0.38975779387423776,3.15625460867242,0.25050386242033357,1.373136395122856,1,apce_short_window_L2
0.0024613457090893326,0.09449209637038024,l96,cuda:2,0.955390625,0.3879267881473816,3.158760192514484,0.24995052595152137,1.391083864029497,1,apce_short_window_L4
0.012904598750555177,0.11646781698556659,l96,cuda:2,0.9401171875,0.48094073017921324,3.295306178403704,0.3026788939010302,2.5997773171402514,2,aug
0.0020000000000000018,0.103333310335569,l96,cuda:3,0.94451171875,0.4399730119549752,3.1209179706601957,0.28254839012431343,3.3409401699900627,2,bma
0.022359325063994517,0.10294174452532587,l96,cuda:2,0.93826171875,0.41608781210361945,2.975689463552777,0.26808979381476233,4.549263290828094,2,gate21
0.0023646031283336977,0.10368528548401804,l96,cuda:3,0.93283203125,0.41773245522705393,2.8135197581886437,0.2713368295828212,4.12608359917067,2,gate_local
0.014920785847581886,0.10251193383328282,l96,cuda:3,0.93455078125,0.4141462356079069,2.892058153424179,0.2668087694672866,4.3913293411023915,2,grid21
0.022300118617193,0.1025302156105477,l96,cuda:3,0.93783203125,0.41640807705622135,2.9695274679327497,0.2682839703957176,4.800094113918021,2,joint21
